Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
10089,1,30905,1,14.16,118026,1,0,91261,117906,1,0,1,2,118322,1.0,95428,118202,290919,1,118321,1,1,1,1,1
10090,1,81477,1,1.77,118300,1,0,117961,117906,2,0,1,1,117908,2.46253273625,5504,118514,290919,1,117905,1,1,1,17,1
10091,1,27982,1,1.77,118446,1,0,117961,124306,1,0,2,3,124307,3.73695873062,3707,118684,118762,1,124305,1,1,1,1,1
10092,1,15368,1,1.77,118343,1,0,117961,303450,1,0,2,2,121416,1.18370383351,15491,119796,118704,1,121414,1,1,1,1,1
10093,1,73744,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,1.0,7434,118514,290919,1,118321,1,1,1,34643,1
10094,1,34428,1,1.77,118343,2,0,117961,117906,1,5,1,55,118322,1.0,3881,118514,290919,1,118321,1,1,1,1,2
10095,1,20331,1,1.77,118327,1,0,117961,166363,3,2,1,1,118843,1.0,8164,120685,118643,1,118841,1,1,1,57,1
10096,1,75077,1,3.54,118316,1,0,118315,120316,1,0,1,1,118687,0.114484089746,56724,118317,308574,2,118685,1,1,1,1,1
10097,1,13877,1,1.77,118121,1,0,118120,174034,1,0,1,1,118570,-1.74525414644,57517,117941,19721,1,118568,1,1,1,1,1
10098,1,32633,1,15.93,117962,1,0,117961,118368,1,0,1,1,117973,0.983531799034,1334,118910,117887,1,179731,1,1,1,74,1
10099,1,845,1,3.54,120141,1,0,120140,123881,1,0,1,1,124888,2.01833481721,6021,122007,118643,1,124886,1,1,1,1,1
10100,1,27722,1,7.08,118413,1,0,117961,117906,1,0,1,1,118786,1.91659537067,50976,119968,290919,1,118784,1,1,1,11,1
10101,1,42227,1,1.77,118327,1,0,117961,147114,1,0,2,1,118786,-2.27634738786,70297,118744,290919,1,118784,1,3,1,2,1
10102,1,17248,1,1.77,118343,1,0,117961,310997,1,0,1,1,120008,0.900833016333,4950,119598,118424,1,120006,1,1,1,1,1
10103,1,74823,1,1.77,118327,1,0,117961,128696,1,5,1,1,118639,1.0,13304,123757,118638,2,118636,1,1,1,1,1
10104,1,16984,1,1.77,118343,1,0,117961,117906,1,17,1,2,117908,1.0,6257,120722,290919,1,117905,1,1,1,14,1
10105,1,32269,1,7.08,118343,1,0,117961,310608,1,0,1,4,118332,1.0,15419,119796,118331,1,307024,1,1,1,4,1
10106,1,75077,1,1.77,118316,1,0,118315,262095,1,6,1,1,118786,1.0,255037,118202,290919,1,118784,1,1,1,4,1
10107,1,18417,1,1.77,118327,1,0,117961,124964,1,0,1,2,118892,1.0,1728,118507,118398,1,118890,1,1,1,11,1
10108,1,42913,1,3.54,118115,1,0,118114,125937,1,1,1,1,118570,1.0,2078,117920,19721,2,118568,1,1,1,7,2
10109,1,29023,1,1.77,118343,1,0,117961,310997,1,0,1,28,120346,0.325214391303,5002,118292,118424,1,120344,1,1,2,25,1
10110,1,42955,1,5.31,118327,1,0,117961,117906,1,0,1,1,118786,1.0,8433,118929,290919,1,118784,1,1,1,2,1
10111,1,20363,1,1.77,118300,1,0,117961,310997,1,0,1,2,120346,3.72067674563,5043,118458,118424,1,120344,1,1,1,1,1
10112,1,23180,1,1.77,117877,1,0,117876,189996,1,1,1,1,118570,1.0,51104,117878,19721,1,118568,1,1,1,7,1
10113,1,16174,1,1.77,118225,1,2,117961,132097,1,0,1,1,132098,2.1063857981,4663,120323,119095,1,132096,1,1,1,1,1
10114,1,25273,1,1.77,118343,1,0,117961,257115,1,0,1,3,125173,1.0,18454,119598,118424,1,125171,1,1,1,1,1
10115,1,73111,1,1.77,118327,1,0,117961,120716,1,3,1,1,118055,-2.07952279906,27104,118507,117887,1,118054,1,1,1,2,1
10116,1,79091,1,1.77,118343,1,0,117961,304736,1,0,1,2,120008,-0.56736168664,5323,119598,118424,1,120006,1,1,1,10,1
10117,1,77560,1,1.77,117877,1,0,117876,117879,1,1,1,1,117880,-0.65569163115,14696,117878,19721,1,117879,1,1,1,1,1
10118,1,26359,1,5.31,118052,1,0,117961,125128,1,0,1,1,118892,1.0,15513,123144,118398,1,118890,1,1,1,6,1
10119,1,79542,1,21.24,118386,1,0,117961,117906,1,2,1,2,117908,1.57391277818,13876,118404,290919,1,117905,2,1,1,182,1
10120,1,1280,1,1.77,117962,2,0,117961,120690,1,0,1,1,120692,3.37552454351,16225,122059,290919,1,120690,1,1,1,9,1
10121,1,6719,1,1.77,118300,1,0,117961,117906,1,0,1,1,118322,1.21055425216,111936,118783,290919,1,118321,1,1,1,38,1
10122,1,80163,1,1.77,117962,1,0,117961,117906,1,0,1,16,117908,-1.6624092247,851,122215,290919,1,117905,1,1,1,10,1
10123,1,25269,1,1.77,118343,1,0,117961,300136,1,3,1,6,118425,-2.48000639965,50015,119598,118424,1,118422,1,1,1,22,1
10124,1,81349,1,1.77,118413,1,0,117961,149917,1,0,1,1,149918,-0.352576369473,16907,125133,122032,1,149916,1,1,1,1809,1
10125,1,16930,1,1.77,118343,1,0,117961,117906,1,0,1,1,117908,1.94420015761,6699,119993,290919,1,117905,1,1,1,1,1
10126,1,33153,1,1.77,117903,1,0,117902,120991,1,0,1,2,118865,1.69025893479,1276,118507,118398,1,118863,1,1,1,1,1
10127,0,7542,1,7.08,118026,1,0,91261,117906,1,0,1,2,117908,0.0844474749916,46704,118202,290919,1,117905,1,1,1,1,1
10128,1,23552,1,5.31,118340,1,0,117961,179731,1,0,1,1,117973,1.0,20899,117970,117887,1,179731,1,1,1,72,1
10129,1,73754,1,1.77,118327,1,0,117961,117906,1,51,1,1,118322,-1.71896162405,2610,121979,290919,1,118321,1,1,1,2,1
10130,1,974,1,1.77,118343,1,0,117961,257115,1,0,1,1,118828,-0.714013893674,4950,118911,118424,1,118826,1,1,1,2,1
10131,1,25569,1,1.77,118343,1,0,117961,117906,1,0,1,5,117908,1.0,1840,118514,290919,1,117905,1,1,1,1,1
10132,1,4674,1,1.77,118327,1,0,117961,117906,1,0,1,3,117908,0.472692121275,7644,120318,290919,1,117905,1,1,1,1,1
10133,1,18062,1,1.77,118225,1,0,117961,120324,1,2,1,1,122850,3.69704333561,3281,119238,119095,1,122849,1,1,1,1,1
10134,1,25992,1,1.77,118343,1,0,117961,309123,1,1,1,10,118836,-1.22294620625,23118,118833,118424,1,118834,1,1,1,3,1
10135,1,83128,1,1.77,118413,1,0,117961,126485,1,1,1,23,121596,-1.11683888134,783,127522,4673,1,121594,1,1,1,4,1
10136,1,25569,1,1.77,118343,1,0,117961,290919,1,1,1,1,118322,-0.825314689507,5524,118514,290919,1,118321,1,1,1,1,1
10137,1,1580,1,14.16,118327,1,0,117961,124364,1,0,1,1,117973,-0.446236116098,27104,118507,117887,1,179731,1,1,1,9,1
10138,1,79646,1,1.77,118446,2,0,117961,117906,1,0,1,6,118322,1.17014106725,5360,122550,290919,1,118321,1,1,1,1,1
10139,1,75951,1,1.77,118413,1,0,117961,118959,1,1,1,1,120774,-2.82414112435,2270,120584,118960,1,120773,1,1,1,1,1
10140,1,56658,1,1.77,118327,1,0,117961,310608,1,0,1,9,118525,1.0,28590,120685,118331,1,118523,1,1,1,1,1
10141,1,43838,1,3.54,118225,1,0,117961,117906,1,4,1,2831,118322,1.0,8430,118403,290919,1,118321,1,1,1,2,1
10142,1,37461,1,1.77,118327,1,0,117961,136365,1,0,1,2,120692,1.0,16243,118933,290919,1,120690,1,1,1,1,1
10143,1,40068,1,3.54,118300,2,0,117961,163100,1,0,1,2,118525,1.0,17264,118825,118331,1,118523,1,1,1,1,1
10144,1,32269,1,3.54,118726,1,0,118725,124626,1,1,1,4,120791,2.47999767556,160017,119076,118424,1,120789,1,1,1,1,1
10145,0,31651,1,1.77,118170,1,0,118169,125711,1,1,1,2,117948,3.13217604949,20533,117945,292795,1,117946,1,1,1,2,1
10146,1,25992,1,1.77,119070,1,0,118752,149344,1,36,1,1,118276,2.24956022994,2607,119121,292795,1,118274,1,1,4,1,1
10147,1,76553,1,1.77,118446,1,0,117961,279443,1,0,1,22,118779,1.0,35191,118447,308574,1,118777,1,1,1,7,1
10148,1,17307,1,1.77,118343,1,0,117961,130086,1,1,1,1,118786,1.0,30534,119142,290919,1,118784,1,1,2,1,1
10149,1,3852,1,1.77,118446,1,0,117961,120579,1,0,1,2,124307,1.35794399688,5730,125872,118762,1,124305,1,1,1,1,1
10150,1,7542,1,1.77,118225,1,4,117961,240983,1,2,1,1,117908,1.69446377691,3000,120551,290919,1,117905,1,1,1,1,1
10151,1,45725,1,7.08,117936,1,0,117935,117937,1,0,1,1,117888,-1.45678294559,19915,117878,117887,1,117885,1,1,1,2,1
10152,1,43146,1,3.54,118343,1,0,117961,118448,2,20,1,1,118322,0.926475150626,2930,118700,290919,2,118321,1,1,1,1,1
10153,1,43533,1,1.77,118327,1,0,117961,122270,1,0,1,3,122271,-0.152410234939,6220,121645,118643,1,122269,1,1,1,8,1
10154,1,35342,1,1.77,117903,1,0,117902,122352,1,1,1,1,120954,1.0,1913,118783,118453,1,120952,1,1,1,1,1
10155,1,80234,1,1.77,118300,1,0,117961,117906,1,0,1,1,118786,-1.68351943553,8714,121951,290919,1,118784,1,1,1,1,1
10156,1,112873,1,31.86,118413,1,0,117961,302830,1,0,1,1,128231,1.45057128342,783,277693,4673,1,128230,1,1,1,1,1
10157,1,3814,1,1.77,118413,1,0,117961,117906,1,0,1,1,118322,-0.724633455907,4036,120370,290919,1,118321,1,1,1,3,1
10158,1,45578,1,3.54,118340,1,0,117961,157665,1,0,1,2,119851,-0.896859962961,16602,118341,118638,1,119849,1,1,1,1,1
10159,1,15715,1,3.54,119070,1,0,118752,280788,1,0,1,2,119082,-1.20246718139,49374,118754,292795,1,280788,1,1,1,17,1
10160,1,75077,1,1.77,118386,1,0,117961,123513,1,0,1,8,118322,1.0,3872,118522,290919,1,118321,1,1,1,54,1
10161,1,45402,1,1.77,118583,1,0,118582,118584,1,0,1,1,117948,-0.105656186656,91993,117945,292795,1,117946,1,1,1,1,1
10162,1,81318,1,1.77,118052,1,0,117961,117906,1,0,1,1,117908,2.70756241644,1350,120096,290919,1,117905,1,1,1,1,1
10163,1,25312,1,1.77,118343,1,0,117961,122058,1,2,1,3,118687,-0.0277925991994,55805,118856,308574,1,118685,1,1,1,103,1
10164,1,32113,1,1.77,118446,1,0,117961,120697,1,2,1,1,118813,-1.05223236668,17916,118810,19793,1,118811,1,1,1,3274,1
10165,1,71154,1,1.77,118300,1,0,117961,123107,1,0,1,3,120519,1.1760848077,994,120312,120518,1,120516,1,1,1,1,1
10166,1,34229,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,-2.73438396212,3023,122012,290919,1,118321,1,1,1,2,1
10167,1,278392,1,1.77,118300,1,0,117961,279443,1,0,1,2,118779,0.838307118355,21033,123749,308574,1,118777,1,1,1,2,1
10168,0,27415,1,1.77,118076,1,0,117980,117886,1,2,1,1,117880,-3.6520786835,25374,117884,19721,1,117879,1,1,1,3,1
10169,1,79120,1,1.77,118300,1,0,117961,133686,1,0,1,3,119435,1.35203286104,15769,119890,118424,1,119433,1,1,1,2,1
10170,1,39518,1,1.77,118413,1,0,117961,237727,1,0,1,1,118786,-1.74261908735,3843,120370,290919,1,118784,1,1,1,87,1
10171,1,75900,1,1.77,118300,1,0,117961,249904,1,5,1,1,118425,1.0,4715,125872,118424,1,118422,1,1,1,1,1
10172,1,34645,1,1.77,118052,1,0,117961,120474,1,1,1,2,118786,1.0,14638,118992,290919,1,118784,2,1,1,5,1
10173,1,74174,1,1.77,118343,1,0,117961,118959,1,0,1,1,120774,1.12172123141,5396,120270,118960,1,120773,1,1,1,2,1
10174,1,5044,1,1.77,118300,3,0,117961,117906,1,0,1,1,118322,-0.913660464318,5652,28618,290919,1,118321,1,1,1,1,1
10175,1,80555,1,1.77,117962,1,0,117961,120065,1,0,1,1,122069,2.13971001554,7913,120677,118424,1,122067,1,1,1,27,1
10176,1,81349,1,1.77,118343,1,0,117961,133686,1,5,1,1,118836,1.0,3113,118911,118424,1,118834,1,1,1,9,1
10177,1,83922,1,3.54,118225,1,0,117961,118406,1,5,1,3,118786,1.0,5103,120050,290919,1,118784,1,1,1,15,1
10178,1,36207,1,1.77,118300,1,0,117961,302830,1,0,1,1,128231,-0.823420684457,2594,120410,4673,2,128230,1,1,1,1,1
10179,1,99207,1,1.77,118327,1,0,117961,159162,1,22,1,7,118332,1.0,25262,118320,118331,1,307024,1,1,1,45,1
10180,1,36428,1,7.08,119281,1,0,119280,286106,1,0,1,1,118997,1.0,15616,118623,292795,1,118995,1,1,2,1,2
10181,1,18276,1,3.54,117962,1,0,117961,118448,1,2,1,1,118322,1.0,16922,118501,290919,1,118321,1,1,1,1,1
10182,1,74554,1,1.77,118327,1,0,117961,117906,1,0,1,1,118786,0.531875631025,58916,118391,290919,1,118784,1,1,1,1,1
10183,1,33242,1,3.54,117903,1,1,117902,305057,1,0,1,2,122131,-1.8255181791,252252,118437,121916,1,122129,1,1,2,1,1
10184,1,6703,1,1.77,118225,1,0,117961,240983,1,5,1,1,117908,-0.361197013924,6199,120663,290919,1,117905,2,2,1,4,1
10185,1,42030,1,3.54,118386,1,0,117961,294485,1,0,1,1,118332,1.0,13851,118522,118331,1,307024,2,1,1,1,1
10186,1,30998,1,1.77,118343,1,0,117961,117906,1,2,1,1,118786,1.0,2942,118700,290919,1,118784,1,1,1,3,2
10187,1,26395,1,3.54,119921,1,0,119920,131163,1,0,1,1,121596,1.0,99,142145,4673,1,121594,1,1,1,1,1
10188,1,23920,1,1.77,120865,1,0,120864,194774,1,0,1,1,118705,1.0,17652,171098,118704,1,118702,1,1,1,2,1
10189,1,27355,1,1.77,118386,1,0,117961,120689,1,9,1,1,118319,-0.0341037191345,8059,118692,118205,1,118318,1,1,1,1114,1
10190,1,4674,1,3.54,118300,1,0,117961,131312,1,0,1,3,117973,-1.93357400477,69089,117970,117887,2,179731,1,1,1,2691,1
10191,1,52366,1,1.77,117962,1,1,117961,117906,1,2,1,1,118322,-3.7366006663,25,122224,290919,1,118321,2,1,1,1,1
10192,1,37638,1,5.31,118121,1,0,118120,288579,1,0,1,1,117973,1.1039986747,82603,124051,117887,1,179731,1,1,1,17,1
10193,1,20271,1,5.31,117911,1,0,117910,117913,1,0,1,2,117888,-2.116406391,63542,117941,117887,1,117885,1,1,1,1,1
10194,1,41991,1,1.77,120141,1,0,120140,220988,1,0,1,6,118276,1.0,69337,118492,292795,1,118274,1,2,1,2,1
10195,1,79822,1,1.77,118300,1,0,117961,117906,1,2,1,2,118322,-1.68166137384,18046,118783,290919,5,118321,1,1,1,6,1
10196,1,16190,1,1.77,118327,1,0,117961,117906,1,60,1,2,118322,3.65496596172,25618,118320,290919,1,118321,1,1,1,242,1
10197,1,37638,1,1.77,118121,1,0,118120,117913,1,0,1,2,117888,1.0,27511,117941,117887,1,117885,1,1,1,68,1
10198,0,91818,1,1.77,118603,1,0,118602,118568,1,0,1,1,118570,-2.08600616588,278563,117941,19721,1,118568,1,1,1,220,1
10199,1,19961,1,1.77,118300,1,0,117961,117906,1,1,1,5,118322,-0.237207490751,49283,119181,290919,1,118321,1,1,1,48,1
10200,1,33247,1,53.1,118052,1,0,117961,305057,1,0,1,913,123738,1.71652649592,15887,120356,118960,1,123737,1,1,1,1,1
10201,1,27187,1,1.77,118327,1,0,117961,162849,1,1,1,1,126295,0.919019610687,3697,118933,4673,1,126293,1,1,1,1,1
10202,1,38391,1,23.01,118004,1,0,118003,118157,1,0,1,16,117888,0.654594339106,71976,117878,117887,1,117885,1,1,1,1,1
10203,0,28084,1,1.77,118041,1,0,117902,118044,1,0,1,1,118046,1.70680660026,17614,118042,270488,2,118043,1,2,1,1,1
10204,1,6976,1,3.54,118386,1,0,117961,126309,1,0,1,1,118454,1.07834327937,18213,125016,118453,1,118451,1,1,1,1,1
10205,0,106563,1,1.77,117962,1,0,117961,151214,1,0,1,4,122647,-0.760410201025,3990,118409,119221,1,122645,1,1,1,1,1
10206,1,3852,1,3.54,118052,1,0,117961,136989,1,0,1,1,118836,1.0,15902,120398,118424,1,118834,1,1,1,1,1
10207,1,25992,1,5.31,118386,1,0,117961,233714,1,1,1,1,118399,1.0,5249,123144,118398,1,118396,1,1,1,1,1
10208,1,25992,1,8.85,118343,1,0,117961,255097,1,0,1,1,120350,1.0,4821,119598,118295,1,120348,1,2,1,5,1
10209,1,70451,1,8.85,118954,1,0,118953,117886,1,0,1,1,117880,-2.88194200563,75281,117884,19721,1,117879,1,1,1,1,1
10210,1,39393,1,3.54,118386,1,0,117961,152307,1,3,1,4,118454,0.109393276799,7389,118746,118453,1,118451,1,1,1,587,1
10211,1,6103,1,26.55,118343,1,0,117961,117906,1,1,1,7,117908,-0.658341346411,6124,6104,290919,1,117905,1,1,1,7,1
10212,1,42084,1,1.77,118343,1,0,117961,257115,1,0,1,1,118828,1.0,4375,128113,118424,1,118826,1,1,3,5,1
10213,1,34794,1,3.54,118413,1,0,117961,240983,1,0,1,2,118786,-0.262496356529,782,127522,290919,1,118784,1,1,1,7,1
10214,1,73875,1,5.31,118327,1,0,117961,118545,1,0,1,9,118454,2.8934692191,51226,118320,118453,1,118451,1,3,1,3,1
10215,1,80216,1,3.54,118327,2,0,117961,279443,1,0,1,2,118687,1.0,5742,120559,308574,1,118685,1,1,1,2,1
10216,1,73755,1,1.77,118170,1,0,118169,125711,1,0,2,3,117948,1.66760478947,20543,118556,292795,1,117946,1,1,1,32,1
10217,1,39925,1,3.54,118343,1,0,117961,118785,1,27,1,1,118786,0.942552676465,25607,118856,290919,1,118784,1,1,1,1,1
10218,1,43068,1,1.77,118300,1,0,117961,150790,1,0,1,7,118828,4.12176246604,17270,128830,118424,1,118826,2,1,1,1,1
10219,1,27132,1,1.77,118327,1,0,117961,117906,1,4,1,6,118322,0.346796084605,2610,121979,290919,1,118321,1,1,1,5,1
10220,1,81329,1,8.85,118052,1,0,117961,118959,1,1,2,1,120774,1.0,49574,118391,118960,1,120773,1,1,1,1,1
10221,1,17848,1,1.77,117979,1,0,117978,275613,1,7,1,1,120035,1.0,58454,118810,19793,1,120033,1,1,1,1,1
10222,1,80492,1,5.31,118300,1,0,117961,124402,1,3,1,3,118786,-3.72817983627,5652,121305,290919,1,118784,1,1,1,88,2
10223,1,45480,1,49.56,118343,2,0,117961,133686,1,1,1,1,118836,1.64738820028,2260,119598,118424,1,118834,1,1,1,1,1
10224,1,20286,1,5.31,31010,1,0,118185,117913,1,1,1,1,117888,1.86873971407,57986,117884,117887,1,117885,1,1,1,10,2
10225,1,41991,1,1.77,118327,1,0,117961,126339,1,0,1,1,120099,-2.00358265454,54303,118492,270488,1,120097,1,1,1,5,1
10226,1,43146,1,3.54,118343,1,0,117961,165715,3,3,1,1,118786,1.01738683953,2983,118700,290919,1,118784,1,1,1,1,1
10227,1,1019,1,3.54,117962,1,0,117961,200462,1,0,1,1,118786,-2.31592122688,31655,118352,290919,1,118784,2,1,1,103,1
10228,1,75833,1,28.32,119256,1,0,216705,160290,1,0,1,1,119851,1.0,33266,129526,118638,2,119849,1,1,1,1,1
10229,1,38709,1,1.77,118085,1,0,118084,117886,1,0,1,2,117880,0.307254322464,19932,117941,19721,1,117879,1,1,1,1,1
10230,1,70451,1,1.77,118954,1,0,118953,117886,1,8,1,1,117880,1.0,29643,117884,19721,1,117879,1,1,1,15,1
10231,1,45708,1,3.54,118343,1,0,117961,128578,1,0,1,5,120008,-1.02913926012,4928,123055,118424,1,120006,1,3,1,2,1
10232,1,34747,1,1.77,118327,1,0,117961,126488,1,1,1,1,118892,1.0,1215,120171,118398,1,118890,1,1,1,26,1
10233,1,31440,1,1.77,118300,2,0,117961,168415,1,0,1,2,118828,1.84985069092,3654,118631,118424,1,118826,1,1,1,2,1
10234,1,33148,1,3.54,118327,1,0,117961,179731,1,5,1,2,117973,0.0783622570927,1652,118507,117887,1,179731,1,1,1,20,1
10235,1,33150,1,1.77,118052,1,0,117961,300136,1,0,1,1,122069,1.0,15895,120677,118424,1,122067,1,1,1,41,1
10236,1,44277,1,1.77,118413,1,0,117961,118260,1,1,1,1,132673,0.40934012019,49850,122007,290919,1,132671,1,1,1,1,1
10237,1,77261,1,1.77,138799,1,0,138798,117906,1,5,1,3,117908,4.9018534398,14839,120539,290919,1,117905,2,1,1,36,1
10238,1,20283,1,1.77,117981,1,0,117980,117886,1,0,1,1,117880,-0.774489698458,81989,117941,19721,1,117879,1,1,1,8,1
10239,1,33110,1,1.77,118225,1,0,117961,117906,1,0,1,3,117908,-1.87683694876,7525,120551,290919,1,117905,1,1,1,2,1
10240,1,79542,1,1.77,118463,1,0,118315,127671,1,21,1,1,119174,-0.434753634205,70664,118404,118467,1,119172,1,1,1,5,1
10241,1,15883,1,3.54,117962,1,0,117961,149187,1,0,1,1,120359,1.97710962381,7029,120677,118424,1,120357,1,1,1,2,1
10242,0,17307,1,1.77,117969,2,0,117961,131356,1,0,1,1,118676,-1.78378344642,18011,118560,19793,1,118674,1,1,1,2,1
10243,1,3852,1,1.77,118300,1,0,117961,176829,1,1,1,1,119589,0.106393990709,5115,118631,118704,1,119587,1,1,1,4,1
10244,1,80249,1,1.77,118316,1,0,118315,279443,1,0,1,1,118687,0.842464665037,51748,225010,308574,1,118685,1,1,1,270,1
10245,1,14938,1,3.54,118225,1,0,117961,132017,1,0,1,1,124888,1.33715954161,3053,120663,118643,1,124886,1,1,1,1,1
10246,1,43224,1,1.77,118386,1,0,117961,117906,1,0,1,5,118322,1.0,8068,118635,290919,1,118321,1,1,1,113,1
10247,1,77560,1,1.77,118004,1,0,118003,117879,1,0,1,1,117880,1.14076236274,64779,117878,19721,1,117879,1,1,1,1,1
10248,1,73903,1,1.77,118225,2,0,117961,120514,1,4,2,4,118055,3.76154911173,1550,123173,117887,1,118054,1,1,1,5,1
10249,1,39140,1,1.77,118220,1,0,118219,117897,1,0,1,2,117880,0.380555997971,11146,122001,19721,1,117879,1,1,1,3,1
10250,1,73112,1,1.77,117969,1,0,117961,245631,1,0,1,2,125689,-1.88206946783,6751,6725,6725,1,125687,1,1,1,3,1
10251,1,75833,1,10.62,118343,1,0,117961,117906,1,1,1,1,117908,0.806213780952,2931,118700,290919,1,117905,1,1,1,12,1
10252,1,43876,1,1.77,118080,1,0,118079,118177,1,5,1,1,117888,-1.94376774487,50571,117878,117887,1,117885,1,1,1,1,1
10253,1,37220,1,1.77,119692,1,0,119691,117906,1,0,1,6,122969,1.24513122975,23111,118635,119695,1,122967,1,1,1,13,1
10254,1,28509,1,1.77,117940,1,0,117929,117886,1,1,1,1,117880,1.0,63172,117941,19721,1,117879,1,1,1,5,1
10255,1,95298,1,1.77,118386,1,0,117961,117906,1,2,1,1,118322,-0.0807589281952,18686,128823,290919,1,118321,1,1,1,6,1
10256,1,72125,1,1.77,118413,1,0,117961,127475,1,0,1,1,123738,0.929095069042,2296,277693,118960,1,123737,1,1,1,6,1
10257,1,80542,1,7.08,118213,1,0,118212,208559,1,0,1,1,122647,0.191498034567,60097,121014,119221,1,122645,1,1,1,4,1
10258,1,35375,1,1.77,118386,1,0,117961,118503,1,0,1,1,118505,1.0,46299,118501,118504,1,118502,1,1,1,1,1
10259,1,35789,1,1.77,118052,1,0,117961,117906,1,1,1,1,118322,1.0,1350,120096,290919,1,118321,1,1,1,24,1
10260,1,80838,1,3.54,119597,1,0,119596,118294,2,0,1,1,118296,1.0,49506,118660,118295,1,118293,1,1,1,2,1
10261,1,45480,1,1.77,118726,1,0,118725,124626,1,0,1,1,120791,1.0,160017,119076,118424,1,120789,1,1,1,2,1
10262,1,3852,1,1.77,118052,1,0,117961,311441,1,0,1,2,120649,1.0,4972,118395,118398,1,120647,1,1,2,1,1
10263,1,45725,1,1.77,117936,1,0,117935,117937,1,0,1,1,117888,1.0,49735,117878,117887,1,117885,1,1,1,38,1
10264,1,73483,1,54.87,118743,1,0,118742,175972,1,1,1,2,118570,-4.55960991181,9959,117920,19721,1,118568,1,1,1,47,1
10265,1,79377,1,3.54,118327,1,0,117961,117906,1,0,1,5,118322,1.0,70297,118744,290919,1,118321,1,1,1,1,1
10266,1,727,1,1.77,118225,1,0,117961,117906,2,0,1,3,117908,-0.0814294163961,19623,118403,290919,1,117905,1,1,1,1,1
10267,1,33247,1,1.77,118041,1,0,117902,179826,1,0,1,1,130481,1.0,139593,119781,119784,1,130479,1,1,1,2,1
10268,0,36550,1,1.77,118085,1,0,118084,281735,1,0,1,12,118570,0.369562394614,19932,117941,19721,1,118568,1,1,1,3,1
10269,0,31824,1,3.54,121013,1,0,120864,269406,1,0,1,3,118399,3.543090567,3811,118395,118398,1,118396,1,1,1,1,1
10270,1,23920,2,1.77,118225,1,0,117961,136840,1,1,1,1,119096,1.87865771304,7076,120323,119095,1,119093,1,2,1,1,1
10271,1,37259,1,1.77,118170,2,0,118169,164072,1,7,1,1,130481,1.0,139593,119781,119784,1,130479,1,2,1,1,1
10272,1,39322,1,1.77,118052,1,0,117961,117906,1,0,1,1,117908,-1.11028791248,4500,118881,290919,1,117905,1,1,1,1,1
10273,1,32641,1,1.77,119281,1,0,119280,122534,2,0,1,1,126685,-1.38070973189,15961,118623,292795,1,126684,1,1,1,1,1
10274,1,28942,1,5.31,118327,1,0,117961,121927,1,0,1,1,119174,1.0,6217,118328,118467,1,119172,1,1,1,8,1
10275,1,38267,1,1.77,118124,1,1,117926,117886,1,0,1,1,117880,1.0,102646,117941,19721,1,117879,1,1,1,4,1
10276,1,77560,1,3.54,117984,1,0,117983,120877,1,0,1,4,118570,2.41790023869,51165,117878,19721,1,118568,1,1,1,4,2
10277,1,23460,1,38.94,118213,1,0,118212,124964,1,0,1,2,118865,0.929353360425,28057,118970,118398,1,118863,1,1,1,32,1
10278,1,43301,2,30.09,118386,1,0,117961,168365,1,1,1,1,118319,0.229663214721,71189,121883,118205,1,118318,1,1,1,1,1
10279,1,15715,1,5.31,118574,1,0,118573,280788,1,6,1,8,119082,1.11197599452,7792,117945,292795,1,280788,1,1,1,4,1
10280,1,42312,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,0.951952839546,3788,120722,290919,1,118321,1,1,1,2,1
10281,1,44721,1,3.54,118386,1,0,117961,262400,1,4,1,1,118687,-0.645086357916,36051,118635,308574,1,118685,1,1,1,83,1
10282,1,33641,1,56.64,117940,1,0,117929,140630,1,2,1,1,118570,2.22709371387,19858,117941,19721,2,118568,1,1,1,9,1
10283,1,80178,1,17.7,118052,1,0,117961,117906,1,0,1,1,117908,2.48067514404,1350,120096,290919,1,117905,1,1,1,2,1
10284,1,75077,1,3.54,118386,1,0,117961,117906,1,0,1,5,117908,1.23787305103,71192,118522,290919,1,117905,1,1,1,1,1
10285,1,34885,1,1.77,118343,1,0,117961,122058,1,0,1,1,118687,0.300874823007,55805,118856,308574,1,118685,1,1,1,3,1
10286,1,25864,1,1.77,118225,1,0,117961,117906,1,0,1,5,118322,0.137000991088,141,122273,290919,1,118321,1,2,1,9,1
10287,1,13877,1,1.77,118085,1,0,118084,117886,1,3,1,2,117880,-0.435591966964,57659,117884,19721,1,117879,1,1,1,1,1
10288,1,79159,1,1.77,118327,1,0,117961,168451,1,0,1,9,122131,1.53118646059,858,118529,121916,1,122129,1,1,1,9,1
10289,0,78908,1,63.72,117962,1,0,117961,306399,1,0,1,1,118644,0.0,1483,118840,118643,2,118641,1,1,1,1,1
10290,1,36479,1,5.31,118343,1,0,117961,117906,1,0,1,3,118786,-2.3301306622,2991,118700,290919,1,118784,1,1,2,8,1
10291,1,34582,1,1.77,118300,1,0,117961,117906,1,0,1,4,117908,-1.99627384887,744,120722,290919,1,117905,1,1,3,1,1
